applicant_id,age,employment_type,income_monthly,existing_emi,cibil_score,credit_utilization_pct,recent_dpd_30,inquiries_6m,active_trades,vintage_months,employment_stability_m,secured_mix_ratio,foir_now,pd_12m,default_12m
APL301831,43,Salaried,27660.37,0.0,697,75.2,0,1,10,94,35,0.592,0.0,0.5944,1
APL301832,31,Salaried,14547.59,3365.19,701,63.1,0,0,5,53,6,0.31,23.1,0.634,0
APL301833,28,Self-Employed,30750.03,10050.04,722,115.5,0,2,6,61,19,0.225,32.7,0.65,1
APL301834,34,Student/Intern,29668.33,5480.76,695,82.5,0,4,5,86,7,0.059,18.5,0.65,0
APL301835,36,Self-Employed,58135.98,13278.01,746,95.5,0,4,8,92,20,0.457,22.8,0.65,0
APL301836,39,Self-Employed,18575.56,3035.84,780,64.6,0,1,9,62,11,0.322,16.3,0.5046,0
APL301837,35,Salaried,45806.35,11138.16,775,59.3,0,1,6,70,25,0.398,24.3,0.4863,0
APL301838,29,Salaried,46704.53,3165.16,736,94.4,0,1,4,98,19,0.497,6.8,0.5885,1
APL301839,36,Salaried,12000.0,695.0,655,92.8,0,1,10,61,40,0.0,5.8,0.65,1
APL301840,21,Salaried,33793.35,14908.9,765,60.6,0,2,6,108,8,0.233,44.1,0.5642,0
APL301841,29,Student/Intern,41903.81,0.0,655,82.9,0,1,5,1,23,0.106,0.0,0.65,0
APL301842,31,Gig/Freelance,38675.23,4694.36,754,76.2,0,2,3,82,15,0.38,12.1,0.5719,1
APL301843,32,Gig/Freelance,12029.13,5411.11,616,116.9,0,2,6,53,14,0.0,45.0,0.65,1
APL301844,30,Salaried,32860.55,0.0,706,76.6,0,2,2,42,26,0.388,0.0,0.65,0
APL301845,21,Salaried,94778.12,18632.13,779,82.9,0,0,5,137,1,0.398,19.7,0.4816,0
APL301846,46,Salaried,27564.33,14753.88,807,101.7,0,0,3,78,20,0.408,53.5,0.5683,0
APL301847,29,Self-Employed,29870.16,0.0,796,73.0,0,3,0,71,8,0.537,0.0,0.5099,0
APL301848,24,Salaried,40891.04,7169.93,690,125.0,0,5,6,16,0,0.047,17.5,0.65,1
APL301849,32,Salaried,33374.86,4994.81,606,97.3,0,3,4,63,3,0.25,15.0,0.65,0
APL301850,27,Self-Employed,32426.44,0.0,763,67.6,0,2,3,47,19,0.444,0.0,0.5291,1
APL301851,27,Salaried,14555.85,410.0,711,55.6,0,3,5,65,18,0.289,2.8,0.6229,0
APL301852,27,Self-Employed,42911.62,8986.87,729,82.1,0,1,6,58,19,0.44,20.9,0.6216,1
APL301853,22,Gig/Freelance,19619.37,4064.26,656,84.2,0,3,4,42,3,0.171,20.7,0.65,1
APL301854,36,Salaried,20721.98,6406.7,748,65.2,0,0,10,56,25,0.53,30.9,0.5356,0
APL301855,40,Salaried,52087.12,0.0,770,53.9,0,1,3,69,34,0.544,0.0,0.4118,0
APL301856,32,Gig/Freelance,16161.85,6894.14,803,74.0,0,1,5,61,0,0.443,42.7,0.5098,0
APL301857,21,Salaried,33654.66,0.0,714,77.0,0,2,6,91,1,0.24,0.0,0.6306,1
APL301858,33,Salaried,38984.4,0.0,761,78.2,0,0,1,84,28,0.437,0.0,0.5012,0
APL301859,21,Salaried,94778.12,18632.13,779,82.9,0,0,5,137,1,0.398,19.7,0.4816,0
APL301860,27,Salaried,24546.04,12343.76,675,89.5,0,2,10,18,0,0.257,50.3,0.65,1
APL301861,36,Salaried,30582.31,11264.61,734,94.0,0,0,5,68,43,0.346,36.8,0.635,1
APL301862,21,Salaried,16713.11,1801.37,680,117.5,0,0,10,35,0,0.0,10.8,0.65,1
APL301863,32,Gig/Freelance,26845.75,7985.91,648,82.1,0,1,3,99,9,0.154,29.7,0.65,1
APL301864,33,Salaried,15692.48,5372.43,684,66.7,0,1,1,59,17,0.224,34.2,0.65,0
APL301865,30,Gig/Freelance,15192.07,0.0,668,77.2,0,1,6,85,10,0.221,0.0,0.65,1
APL301866,34,Salaried,28465.98,0.0,729,76.6,0,5,7,40,3,0.396,0.0,0.65,1
APL301867,40,Salaried,52087.12,0.0,770,53.9,0,1,3,69,34,0.544,0.0,0.4118,0
APL301868,26,Salaried,84601.27,0.0,620,65.2,0,3,4,47,0,0.0,0.0,0.65,1
APL301869,31,Self-Employed,41281.88,0.0,588,111.9,1,0,3,74,35,0.058,0.0,0.65,0
APL301870,31,Student/Intern,21788.71,0.0,813,98.0,0,0,6,78,13,0.416,0.0,0.4771,1
APL301871,29,Self-Employed,29870.16,0.0,796,73.0,0,3,0,71,8,0.537,0.0,0.5099,0
APL301872,45,Salaried,12000.0,4313.27,766,84.4,0,1,4,139,45,0.162,35.9,0.546,1
APL301873,39,Salaried,30805.95,2007.68,674,74.4,0,1,7,75,30,0.364,6.5,0.65,1
APL301874,33,Salaried,46070.36,0.0,734,85.1,0,2,8,52,3,0.354,0.0,0.611,0
APL301875,40,Salaried,17842.82,0.0,566,99.6,0,3,0,61,27,0.0,0.0,0.65,0
APL301876,28,Self-Employed,110982.9,20001.9,695,84.6,0,0,4,53,6,0.366,18.0,0.65,0
APL301877,28,Self-Employed,16055.47,0.0,795,48.6,0,1,7,68,10,0.337,0.0,0.4235,0
APL301878,26,Salaried,16218.83,0.0,603,69.2,0,3,6,70,4,0.0,0.0,0.65,0
APL301879,45,Gig/Freelance,25382.81,11231.98,728,99.8,0,2,4,116,14,0.202,44.3,0.65,0
APL301880,37,Salaried,36161.04,0.0,736,68.0,0,2,4,100,19,0.31,0.0,0.5511,1
APL301881,40,Salaried,33919.21,499.85,795,75.4,0,0,13,103,38,0.528,1.5,0.4011,0
APL301882,39,Salaried,33273.43,7327.53,729,80.4,0,1,5,68,23,0.117,22.0,0.6362,0
APL301883,37,Gig/Freelance,17404.28,0.0,689,75.5,0,0,4,92,19,0.357,0.0,0.6376,1
APL301884,24,Self-Employed,32621.09,10270.91,709,99.1,0,3,3,49,12,0.192,31.5,0.65,0
APL301885,32,Salaried,24171.97,1351.16,796,85.4,0,2,6,31,0,0.319,5.6,0.5544,1
APL301886,39,Salaried,33273.43,7327.53,729,80.4,0,1,5,68,23,0.117,22.0,0.6362,0
APL301887,38,Gig/Freelance,26195.51,0.0,756,86.0,0,1,2,82,19,0.327,0.0,0.5734,1
APL301888,38,Salaried,31105.32,9215.67,759,70.0,0,0,3,62,45,0.377,29.6,0.5329,1
APL301889,36,Salaried,34239.72,9134.2,760,105.4,0,1,5,75,1,0.387,26.7,0.6444,1
APL301890,31,Gig/Freelance,51384.57,14601.36,723,99.4,0,0,7,38,22,0.324,28.4,0.65,1
APL301891,33,Self-Employed,26227.7,0.0,791,86.8,0,1,2,47,22,0.641,0.0,0.5064,1
APL301892,28,Student/Intern,64851.1,4136.27,827,74.9,1,1,4,86,11,0.423,6.4,0.5435,0
APL301893,46,Salaried,29672.44,0.0,583,80.9,0,5,3,51,38,0.179,0.0,0.65,1
APL301894,39,Gig/Freelance,25594.01,3413.17,730,75.9,0,1,7,70,8,0.488,13.3,0.5979,0
APL301895,41,Salaried,31168.08,1801.44,680,91.1,0,2,4,89,35,0.232,5.8,0.65,1
APL301896,34,Student/Intern,21434.34,0.0,684,64.5,0,1,4,75,24,0.295,0.0,0.6405,0
APL301897,34,Student/Intern,35130.24,5141.32,602,56.1,0,1,6,68,12,0.138,14.6,0.65,0
APL301898,42,Student/Intern,28877.01,6967.43,746,90.2,0,0,9,96,5,0.332,24.1,0.6026,0
APL301899,32,Salaried,12000.0,0.0,693,88.6,0,1,4,72,3,0.013,0.0,0.65,0
APL301900,30,Self-Employed,19030.23,1422.38,689,82.3,0,1,9,115,14,0.462,7.5,0.65,1
APL301901,37,Gig/Freelance,45090.01,14421.05,770,87.0,0,1,3,103,25,0.17,32.0,0.5912,0
APL301902,47,Salaried,43502.33,9490.57,823,81.3,0,1,4,101,26,0.463,21.8,0.4362,0
APL301903,40,Self-Employed,13428.06,0.0,609,89.1,0,3,8,60,40,0.187,0.0,0.65,0
APL301904,24,Salaried,22251.86,0.0,682,66.8,0,0,2,44,15,0.093,0.0,0.65,1
APL301905,44,Salaried,20452.2,981.08,763,78.2,0,0,3,61,35,0.668,4.8,0.5047,1
APL301906,31,Salaried,41363.89,0.0,603,118.6,0,4,1,7,6,0.0,0.0,0.65,1
APL301907,36,Gig/Freelance,58092.4,10160.31,614,88.9,0,0,5,44,4,0.259,17.5,0.65,1
APL301908,28,Salaried,36152.23,0.0,795,83.1,0,1,3,68,12,0.329,0.0,0.4931,0
APL301909,24,Salaried,23301.34,0.0,696,77.0,0,2,8,65,1,0.219,0.0,0.65,1
APL301910,29,Salaried,46704.53,3165.16,736,94.4,0,1,4,98,19,0.497,6.8,0.5885,1
APL301911,39,Salaried,25476.89,2098.51,706,85.6,0,1,4,64,34,0.284,8.2,0.65,1
APL301912,31,Self-Employed,146007.05,28074.51,800,82.2,0,1,3,115,22,0.454,19.2,0.445,1
APL301913,28,Gig/Freelance,33810.65,0.0,672,117.0,0,1,6,19,4,0.28,0.0,0.65,1
APL301914,22,Salaried,44329.14,5226.08,664,111.2,0,1,6,42,7,0.283,11.8,0.65,1
APL301915,44,Salaried,31872.16,9268.93,708,105.1,0,2,5,71,34,0.227,29.1,0.65,1
APL301916,35,Gig/Freelance,26931.47,6022.42,712,86.9,0,1,3,57,16,0.308,22.4,0.65,0
APL301917,39,Self-Employed,18575.56,3035.84,780,64.6,0,1,9,62,11,0.322,16.3,0.5046,0
APL301918,39,Salaried,29125.05,6645.55,671,86.3,0,4,8,90,32,0.229,22.8,0.65,0
APL301919,38,Gig/Freelance,74796.37,0.0,786,82.0,0,1,8,82,10,0.524,0.0,0.4282,0
APL301920,35,Salaried,56759.87,0.0,604,124.4,0,4,5,35,12,0.0,0.0,0.65,1
APL301921,41,Salaried,21874.33,6553.85,731,56.4,1,1,6,79,13,0.142,30.0,0.65,1
APL301922,28,Salaried,17149.24,8833.24,730,93.8,0,1,6,79,7,0.287,51.5,0.65,1
APL301923,39,Salaried,31145.52,0.0,679,92.2,0,0,6,43,49,0.081,0.0,0.65,1
APL301924,38,Gig/Freelance,74796.37,0.0,786,82.0,0,1,8,82,10,0.524,0.0,0.4282,0
APL301925,30,Salaried,57008.44,13935.14,568,146.5,0,2,4,3,10,0.0,24.4,0.65,1
APL301926,33,Salaried,19726.54,0.0,733,64.6,0,1,4,92,22,0.29,0.0,0.5541,0
APL301927,36,Self-Employed,32760.39,10806.21,727,86.2,0,2,7,88,20,0.268,33.0,0.65,0
APL301928,21,Salaried,29508.75,0.0,637,93.5,0,1,8,73,7,0.099,0.0,0.65,1
APL301929,25,Salaried,62316.82,0.0,625,101.1,0,2,2,39,2,0.242,0.0,0.65,0
APL301930,32,Salaried,25170.24,6890.53,773,69.5,0,1,4,79,0,0.445,27.4,0.5356,0
APL301931,37,Self-Employed,38282.33,7023.32,653,78.6,0,2,0,85,15,0.197,18.3,0.65,0
APL301932,45,Salaried,61629.17,11829.11,687,83.2,0,2,5,53,30,0.161,19.2,0.65,0
APL301933,31,Salaried,87481.42,0.0,761,66.0,0,0,5,28,2,0.384,0.0,0.4419,0
APL301934,32,Self-Employed,22271.07,7359.08,777,62.0,0,1,10,66,13,0.405,33.0,0.5106,0
APL301935,32,Self-Employed,21391.24,185.74,733,99.7,0,4,8,76,19,0.079,0.9,0.65,1
APL301936,22,Salaried,25434.1,4153.23,741,78.5,0,2,6,123,0,0.473,16.3,0.5876,0
APL301937,37,Salaried,39074.4,8311.45,789,83.5,0,3,3,72,16,0.277,21.3,0.5758,0
APL301938,38,Salaried,43803.9,10809.05,721,75.4,0,0,3,92,20,0.38,24.7,0.6069,0
APL301939,26,Self-Employed,14254.56,0.0,694,89.3,0,1,7,89,19,0.345,0.0,0.65,0
APL301940,44,Salaried,31872.16,9268.93,708,105.1,0,2,5,71,34,0.227,29.1,0.65,1
APL301941,29,Salaried,26122.95,9199.27,736,102.8,0,1,4,70,4,0.516,35.2,0.65,1
APL301942,35,Gig/Freelance,18842.84,855.68,662,70.7,0,0,3,31,14,0.236,4.5,0.65,1
APL301943,38,Self-Employed,14664.76,9467.54,513,122.6,0,3,3,64,28,0.0,64.6,0.65,1
APL301944,40,Salaried,17842.82,0.0,566,99.6,0,3,0,61,27,0.0,0.0,0.65,0
APL301945,21,Gig/Freelance,65887.14,0.0,606,91.5,0,1,4,48,10,0.0,0.0,0.65,1
APL301946,42,Salaried,19325.33,3290.59,636,67.6,0,1,3,38,30,0.179,17.0,0.65,1
APL301947,32,Salaried,23859.73,1554.17,746,98.8,0,2,5,51,8,0.208,6.5,0.65,1
APL301948,25,Self-Employed,96996.22,20516.34,653,100.8,0,5,4,17,11,0.061,21.2,0.65,0
APL301949,38,Gig/Freelance,30327.93,8437.97,462,103.4,0,3,3,22,10,0.0,27.8,0.65,1
APL301950,40,Salaried,13668.51,0.0,677,79.6,0,2,7,47,38,0.373,0.0,0.65,0
APL301951,38,Student/Intern,53662.56,8786.85,720,98.7,0,2,5,54,7,0.312,16.4,0.65,0
APL301952,28,Self-Employed,35379.8,7165.52,860,82.7,0,1,7,70,0,0.625,20.3,0.3927,0
APL301953,29,Salaried,12000.0,0.0,623,50.0,0,4,4,1,0,0.277,0.0,0.65,1
APL301954,42,Salaried,27777.11,559.5,900,82.5,0,0,7,100,39,0.611,2.0,0.2583,0
APL301955,26,Salaried,53115.04,4501.78,582,92.0,0,3,6,1,13,0.05,8.5,0.65,0
APL301956,22,Salaried,12658.51,0.0,765,79.9,0,0,6,45,15,0.447,0.0,0.5398,1
APL301957,25,Salaried,26576.68,3115.91,669,94.5,0,2,5,73,0,0.314,11.7,0.65,1
APL301958,29,Salaried,12000.0,2586.88,695,68.9,0,2,6,35,34,0.177,21.6,0.65,0
APL301959,29,Salaried,28036.43,7250.61,714,91.0,0,2,2,39,32,0.443,25.9,0.65,1
APL301960,37,Salaried,27003.63,5139.13,790,78.6,0,2,6,112,17,0.303,19.0,0.5115,0
APL301961,37,Salaried,36161.04,0.0,736,68.0,0,2,4,100,19,0.31,0.0,0.5511,1
APL301962,25,Salaried,103966.6,18310.89,681,87.6,0,1,5,41,0,0.458,17.6,0.65,0
APL301963,21,Salaried,57793.85,8833.23,736,94.1,0,0,4,54,4,0.237,15.3,0.635,0
APL301964,21,Salaried,18877.25,0.0,649,78.8,0,1,5,64,0,0.102,0.0,0.65,0
APL301965,21,Salaried,18877.25,0.0,649,78.8,0,1,5,64,0,0.102,0.0,0.65,0
APL301966,44,Student/Intern,26960.37,3438.19,623,84.2,0,2,3,84,0,0.275,12.8,0.65,1
APL301967,30,Salaried,15326.75,0.0,716,83.7,0,0,3,60,8,0.082,0.0,0.65,0
APL301968,35,Student/Intern,53651.74,0.0,569,101.7,0,2,4,75,12,0.0,0.0,0.65,1
APL301969,21,Salaried,17990.09,1112.4,794,50.8,0,2,3,108,0,0.383,6.2,0.4451,0
APL301970,35,Gig/Freelance,17164.21,1117.24,723,81.9,0,1,2,106,10,0.221,6.5,0.6374,0
APL301971,28,Student/Intern,25510.01,0.0,745,78.0,0,2,5,56,8,0.318,0.0,0.5973,1
APL301972,35,Student/Intern,26399.85,8793.88,822,78.2,0,0,5,107,10,0.423,33.3,0.4376,0
APL301973,21,Self-Employed,45629.52,5611.4,731,69.5,0,1,6,62,0,0.211,12.3,0.597,0
APL301974,21,Gig/Freelance,12000.0,0.0,607,86.2,0,4,2,67,24,0.0,0.0,0.65,1
APL301975,31,Salaried,24315.68,0.0,759,86.3,0,3,5,85,18,0.138,0.0,0.6037,1
APL301976,36,Student/Intern,33546.41,9882.41,834,58.8,0,1,6,59,4,0.58,29.5,0.3999,0
APL301977,40,Salaried,16946.44,7180.56,573,100.2,0,3,4,84,37,0.0,42.4,0.65,0
APL301978,35,Salaried,14975.76,4263.76,803,103.5,0,0,8,67,7,0.344,28.5,0.5533,1
APL301979,32,Self-Employed,17596.49,0.0,623,98.4,0,1,3,34,12,0.19,0.0,0.65,1
APL301980,31,Salaried,32502.66,0.0,827,64.2,0,2,3,99,0,0.539,0.0,0.3915,0
APL301981,21,Salaried,33654.66,0.0,714,77.0,0,2,6,91,1,0.24,0.0,0.6306,1
APL301982,21,Salaried,37616.99,13097.03,607,127.3,0,3,4,17,0,0.024,34.8,0.65,0
APL301983,31,Salaried,20384.99,3035.67,712,65.1,0,4,6,59,10,0.461,14.9,0.65,1
APL301984,22,Self-Employed,20390.59,9379.34,700,63.1,0,2,8,61,0,0.317,46.0,0.65,1
APL301985,26,Salaried,42064.17,15473.18,588,72.0,0,5,5,64,0,0.108,36.8,0.65,0
APL301986,28,Salaried,17149.24,8833.24,730,93.8,0,1,6,79,7,0.287,51.5,0.65,1
APL301987,29,Salaried,39405.93,3425.59,645,77.2,0,2,4,57,10,0.407,8.7,0.65,0
APL301988,37,Salaried,107839.43,19233.67,735,103.2,0,3,7,23,41,0.41,17.8,0.65,1
APL301989,43,Gig/Freelance,20644.07,0.0,820,49.6,0,1,6,62,12,0.616,0.0,0.3603,0
APL301990,31,Salaried,35949.75,0.0,828,32.6,0,1,5,77,0,0.579,0.0,0.2975,0
APL301991,21,Salaried,16945.69,0.0,762,69.3,0,1,7,26,1,0.307,0.0,0.561,1
APL301992,21,Self-Employed,64352.58,5263.34,738,64.2,0,0,6,49,11,0.314,8.2,0.5206,1
APL301993,30,Salaried,15344.53,3454.42,748,85.8,0,0,8,82,10,0.466,22.5,0.5814,1
APL301994,23,Salaried,40211.7,242.2,715,67.2,0,3,7,83,4,0.211,0.6,0.6195,1
APL301995,37,Gig/Freelance,44028.62,13321.02,744,75.8,0,0,6,74,15,0.163,30.3,0.5993,1
APL301996,29,Student/Intern,12000.0,0.0,680,99.4,0,2,8,75,15,0.264,0.0,0.65,1
APL301997,36,Student/Intern,57188.4,0.0,836,56.8,0,1,2,102,30,0.429,0.0,0.3069,0
APL301998,27,Salaried,30217.04,7740.17,820,42.0,0,3,8,103,5,0.695,25.6,0.3804,1
APL301999,25,Salaried,30156.44,8435.22,613,106.9,0,3,8,63,6,0.19,28.0,0.65,1
